date,store,type,actual_revenue,forecast_revenue,lower_ci,upper_ci,model
2012-10-12,38,backtest,437320.66,565524.2864360247,541178.3521155929,591209.3548999516,Prophet
2012-10-19,38,backtest,428806.46,565359.0538894199,541481.2854592708,591226.2435943044,Prophet
2012-10-26,38,backtest,417290.38,558228.5042789814,532964.8419331053,581739.3474085067,Prophet
2012-11-04,38,future,,576812.0470233192,551351.9679109808,601963.8122857575,Prophet
2012-11-11,38,future,,573254.9253752022,548011.7243769919,599128.0030731417,Prophet
2012-11-18,38,future,,582188.1587347151,558907.4023954103,608018.3779711823,Prophet
2012-11-25,38,future,,583607.905030046,556627.1864535614,606447.591422796,Prophet
2012-12-02,38,future,,580170.2173599958,554732.2771788258,605543.9131698824,Prophet
2012-12-09,38,future,,575342.114336259,551184.0700083934,599952.623021929,Prophet
2012-12-16,38,future,,574343.9185948711,548497.9953394777,598060.8873524725,Prophet
2012-12-23,38,future,,577506.1200449197,552960.4351361811,602340.2357217907,Prophet
2012-12-30,38,future,,579400.2814115817,552768.9072543824,605408.4040629859,Prophet
2013-01-06,38,future,,575497.0970829405,549460.4281365203,600266.0396458023,Prophet
2013-01-13,38,future,,568749.9497353052,543906.5406873953,594446.884399624,Prophet
2013-01-20,38,future,,567827.0265443727,543268.4504512968,594086.1349728315,Prophet
2012-02-10,39,backtest,1442988.44,1611714.3575184862,1470452.0758924456,1754613.5548304373,Prophet
2012-02-17,39,backtest,1511041.69,1381615.0052639311,1235831.3938549731,1515036.694297828,Prophet
2012-02-24,39,backtest,1412065.04,1436896.4991119488,1305970.701754524,1573106.8551726586,Prophet
2012-03-02,39,backtest,1453047.02,1478365.398161471,1342468.676349651,1624264.5597342888,Prophet
2012-03-09,39,backtest,1470764.35,1478195.8270208354,1325479.266178812,1618883.1902888473,Prophet
2012-03-16,39,backtest,1522421.07,1519169.8661253606,1368788.0251785167,1657011.625647738,Prophet
2012-03-23,39,backtest,1469593.37,1519406.1094149866,1372051.1397199698,1646316.3529142328,Prophet
2012-03-30,39,backtest,1499727.02,1516781.623100807,1382477.7092261082,1657247.1431370047,Prophet
2012-04-06,39,backtest,1764847.94,1579881.5522112483,1439484.7662951876,1732384.9392674833,Prophet
2012-04-13,39,backtest,1580732.73,1571800.3793371103,1420568.960169274,1712332.998466353,Prophet
2012-04-20,39,backtest,1433391.04,1545968.1573834568,1386944.693727706,1686735.4952987807,Prophet
2012-04-27,39,backtest,1456997.2,1495094.6795078283,1342802.5663054844,1639687.654639447,Prophet
2012-05-04,39,backtest,1512227.34,1519862.8053888562,1386256.7436610644,1662518.5504398244,Prophet
2012-05-11,39,backtest,1470792.41,1481138.3178222375,1347204.7251717711,1617452.520701818,Prophet
2012-05-18,39,backtest,1522978.54,1466401.1095417272,1320914.1642118203,1605694.5029067758,Prophet
2012-05-25,39,backtest,1596036.66,1555963.368998638,1401063.6302819538,1698331.1485433606,Prophet
2012-06-01,39,backtest,1640476.77,1597510.2057225204,1454408.757659091,1742550.7154230983,Prophet
2012-06-08,39,backtest,1623442.24,1592652.4045985278,1447857.0161502406,1742098.6929487905,Prophet
2012-06-15,39,backtest,1587499.82,1551492.9660246384,1401199.7826726418,1688709.2946716791,Prophet
2012-06-22,39,backtest,1532316.79,1493126.3586891964,1361573.3826566574,1633776.6392684684,Prophet
2012-06-29,39,backtest,1492388.98,1524618.2133756154,1395242.9456380922,1667580.7210128107,Prophet
2012-07-06,39,backtest,1659221.99,1508752.4137569931,1369049.9560450872,1643639.7815952536,Prophet
2012-07-13,39,backtest,1471261.76,1494703.2114063934,1352552.977996467,1644655.801127241,Prophet
2012-07-20,39,backtest,1582168.27,1515874.621555367,1370011.1059012134,1667644.7785893162,Prophet
2012-07-27,39,backtest,1487797.54,1539735.4824050888,1402959.1541929403,1676872.7401375065,Prophet
2012-08-03,39,backtest,1608277.74,1568320.7267280023,1428905.722203244,1718826.918074142,Prophet
2012-08-10,39,backtest,1641867.92,1616979.6892647794,1469245.101937405,1751938.358605597,Prophet
2012-08-17,39,backtest,1720221.91,1684271.413696927,1541037.1139239226,1830793.4456423367,Prophet
2012-08-24,39,backtest,1724669.75,1647901.5771948448,1507018.783043398,1797949.0149611004,Prophet
2012-08-31,39,backtest,1710923.94,1604888.759065654,1456971.4014171422,1748941.3377882466,Prophet
2012-09-07,39,backtest,1609811.75,1700032.0878389126,1554928.8871552218,1849001.2112424583,Prophet
2012-09-14,39,backtest,1447614.08,1387069.3396369987,1242848.7855659972,1532315.529376872,Prophet
2012-09-21,39,backtest,1555672.51,1394793.7160781217,1260228.480639143,1543441.6864879597,Prophet
2012-09-28,39,backtest,1495607.07,1524524.604162036,1375700.4374846688,1661060.5306049774,Prophet
2012-10-05,39,backtest,1574408.67,1566607.6207454968,1431610.236917017,1706147.486651786,Prophet
2012-10-12,39,backtest,1494417.07,1560779.3083031422,1414648.4989656396,1709414.8096648925,Prophet
2012-10-19,39,backtest,1577486.33,1558617.8319075066,1420818.1013644552,1697006.5380066982,Prophet
2012-10-26,39,backtest,1569502.0,1584557.3492532328,1441029.6438242835,1729101.720467843,Prophet
2012-11-04,39,future,,1450264.312576397,1317962.086704347,1586501.810398823,Prophet
2012-11-11,39,future,,1453324.8823859252,1306430.3707899505,1593022.112496981,Prophet
2012-11-18,39,future,,1642960.700644071,1497514.164256485,1780223.7505353035,Prophet
2012-11-25,39,future,,1728216.3962713922,1586559.1843060572,1864551.7585792928,Prophet
2012-12-02,39,future,,1844625.7125284183,1701686.3488914804,1986859.9641363823,Prophet
2012-12-09,39,future,,1978107.596280353,1832255.5656083075,2129283.0976288617,Prophet
2012-12-16,39,future,,2049176.3117469144,1906312.209563286,2194284.7435948085,Prophet
2012-12-23,39,future,,1977137.530324292,1838581.0237120967,2113643.3581152265,Prophet
2012-12-30,39,future,,1766010.360429799,1622840.153917666,1910281.5813686857,Prophet
2013-01-06,39,future,,1519212.90166296,1380743.103212459,1663421.5637984565,Prophet
2013-01-13,39,future,,1360234.5648729936,1214279.6041757092,1504778.328495482,Prophet
2013-01-20,39,future,,1334314.4083135948,1188081.6994045486,1463502.6289223635,Prophet
2012-02-10,3,backtest,473292.47,469925.13480730174,441083.9148543967,500240.6069561808,Prophet
2012-02-17,3,backtest,475591.08,449642.2701759903,418322.2000694784,481172.76834235975,Prophet
2012-02-24,3,backtest,418925.47,445426.2661536168,413732.4032878641,477405.87168322125,Prophet
2012-03-02,3,backtest,469752.56,429700.1507279615,397537.7020267528,458475.2410578352,Prophet
2012-03-09,3,backtest,445162.05,411636.5682487758,380498.5493717407,442568.9933936048,Prophet
2012-03-16,3,backtest,411775.8,407036.6656894048,376839.3073356857,437482.5823552065,Prophet
2012-03-23,3,backtest,413907.25,408039.1537693597,378379.0776407402,439003.48798776726,Prophet
2012-03-30,3,backtest,407488.84,409797.58897531824,379483.2525552432,440300.0016466719,Prophet
2012-04-06,3,backtest,503232.13,416561.2045709282,386595.8914894677,448192.5136265826,Prophet
2012-04-13,3,backtest,420789.74,404650.6890739949,374552.31100203184,434994.220569277,Prophet
2012-04-20,3,backtest,434822.13,394975.5209564778,364149.7495588319,425582.36136666907,Prophet
2012-04-27,3,backtest,394616.11,391316.1053530189,362161.760770136,420861.9346349122,Prophet
2012-05-04,3,backtest,439913.57,395268.6626506052,364673.4751310222,425118.5504553236,Prophet
2012-05-11,3,backtest,431985.36,387292.831418902,358349.5156665734,418860.0533232802,Prophet
2012-05-18,3,backtest,418112.76,375983.1272090692,347200.6992487917,408396.5070292171,Prophet
2012-05-25,3,backtest,413701.29,372324.79343971534,341190.72521877,400995.0705309842,Prophet
2012-06-01,3,backtest,432268.53,373354.7769751972,343812.5914578194,404056.46627468587,Prophet
2012-06-08,3,backtest,446336.8,379410.5666545968,349686.07541997154,410277.5419977464,Prophet
2012-06-15,3,backtest,442074.79,386919.26466937305,357115.0262012651,418972.9001631839,Prophet
2012-06-22,3,backtest,419497.95,383045.00039309054,351456.1976911761,411984.1986133612,Prophet
2012-06-29,3,backtest,422965.33,375387.3409098567,346881.51570548926,406177.7527134,Prophet
2012-07-06,3,backtest,411206.5,378680.5696281968,345808.745253781,407950.0117425145,Prophet
2012-07-13,3,backtest,416913.1,374160.47267856856,344205.9748041576,404169.2867283422,Prophet
2012-07-20,3,backtest,432424.85,376130.6997930185,347282.1131970824,408910.1125013767,Prophet
2012-07-27,3,backtest,389427.9,387137.5513861385,355251.4849975038,417678.9066769684,Prophet
2012-08-03,3,backtest,419990.29,392193.3841528175,362898.7298084336,423010.4182940968,Prophet
2012-08-10,3,backtest,391811.6,399309.25344429695,369214.6582112202,428237.268536225,Prophet
2012-08-17,3,backtest,394918.83,406315.12656801776,375604.6878965001,438412.9515063897,Prophet
2012-08-24,3,backtest,412449.67,402070.3081644791,371569.23227688007,434935.84052262566,Prophet
2012-08-31,3,backtest,408838.73,398012.0070011748,366999.8291841136,429188.1629573479,Prophet
2012-09-07,3,backtest,408229.73,428000.2261072354,398771.67500831146,456381.2338353284,Prophet
2012-09-14,3,backtest,407589.16,396370.5890484733,365864.4765847599,427896.8186795935,Prophet
2012-09-21,3,backtest,414392.09,404974.0564836085,374196.7527051782,436321.8190205188,Prophet
2012-09-28,3,backtest,389813.02,419581.5443472224,387326.9718507703,448112.79702515074,Prophet
2012-10-05,3,backtest,443557.65,434882.89191715553,403889.75316049386,467844.740858254,Prophet
2012-10-12,3,backtest,410804.39,427852.611144748,397116.1114177633,460969.2032339956,Prophet
2012-10-19,3,backtest,424513.08,427288.8280004621,395769.53442604205,459394.486378253,Prophet
2012-10-26,3,backtest,405432.7,430842.9686234984,400919.6734595192,459605.6227381547,Prophet
2012-11-04,3,future,,500494.7832699622,469991.6874695712,530094.6823025846,Prophet
2012-11-11,3,future,,508260.6058952228,478906.4690504439,538549.1787516336,Prophet
2012-11-18,3,future,,544554.563403518,513674.1526093813,573688.6266823405,Prophet
2012-11-25,3,future,,566957.3342262262,534981.7729549245,597035.2761974939,Prophet
2012-12-02,3,future,,593467.15527137,561448.8702373612,623432.5583820514,Prophet
2012-12-09,3,future,,616556.2396747213,586307.3529583347,646403.9776716328,Prophet
2012-12-16,3,future,,620193.8772505514,590373.7362408461,649238.8786736169,Prophet
2012-12-23,3,future,,593372.5835227397,563697.7064617244,624972.715963736,Prophet
2012-12-30,3,future,,542470.4144313,513349.9103100283,571488.3663218811,Prophet
2013-01-06,3,future,,489692.1232485457,455732.6321057395,518700.5094285624,Prophet
2013-01-13,3,future,,458371.4410767809,427828.5403892372,488338.70260857145,Prophet
2013-01-20,3,future,,458015.7375973874,428504.62732641824,489286.2007739477,Prophet
2012-02-10,40,backtest,999785.48,1047502.212516357,959658.4593941076,1137656.0824402792,Prophet
2012-02-17,40,backtest,975500.87,988931.8546049502,908233.2370962328,1073628.9890612678,Prophet
2012-02-24,40,backtest,919301.81,975959.133066692,894655.6736408131,1058572.335515101,Prophet
2012-03-02,40,backtest,927732.02,962705.5433732216,880878.1268596861,1045035.5183819464,Prophet
2012-03-09,40,backtest,954233.87,965573.588110943,884595.6880415445,1051330.6158034145,Prophet
2012-03-16,40,backtest,891154.18,957203.1929303826,868294.8966255604,1041917.0447818568,Prophet
2012-03-23,40,backtest,844490.86,950953.950311944,871013.6426498403,1035855.8174793868,Prophet
2012-03-30,40,backtest,871945.64,924334.981377889,836973.1012511682,1004347.7818856208,Prophet
2012-04-06,40,backtest,1132064.23,941979.7289840062,855236.9875181735,1022664.7283929408,Prophet
2012-04-13,40,backtest,857811.17,949072.2062299954,864007.582530058,1038978.5026803652,Prophet
2012-04-20,40,backtest,896979.93,951146.150323516,864180.3884081442,1034788.6700240728,Prophet
2012-04-27,40,backtest,875372.91,923987.214869189,838357.1330127592,1009010.5751913472,Prophet
2012-05-04,40,backtest,993311.59,920188.3482147974,832166.5801088908,1005140.563750812,Prophet
2012-05-11,40,backtest,967729.35,956035.3617354396,873907.5184796725,1043424.4205646842,Prophet
2012-05-18,40,backtest,896295.41,999949.1266898164,913559.2738126036,1082521.8848830927,Prophet
2012-05-25,40,backtest,991054.49,1030671.765937797,945498.7654355464,1111407.1491174868,Prophet
2012-06-01,40,backtest,1037464.27,1031824.0129221266,947353.9304411092,1125894.9747236783,Prophet
2012-06-08,40,backtest,1079386.88,1019434.6066292184,932017.2248497352,1104092.0721919895,Prophet
2012-06-15,40,backtest,977950.28,1035231.5644584064,954251.9266878398,1114866.7615812733,Prophet
2012-06-22,40,backtest,1033552.18,1055517.052505748,969664.1721106193,1138046.8607337412,Prophet
2012-06-29,40,backtest,988764.84,1054252.2889722986,969480.8413391708,1141825.1979588591,Prophet
2012-07-06,40,backtest,1182901.56,1042412.3162258278,952205.8875967572,1125873.3964067244,Prophet
2012-07-13,40,backtest,979848.71,1017218.86032871,930738.6970556548,1109046.763965607,Prophet
2012-07-20,40,backtest,968502.38,1000899.3411785732,912756.3331084744,1089769.305485685,Prophet
2012-07-27,40,backtest,954396.85,986856.1919239768,902248.7337511895,1075462.0231906048,Prophet
2012-08-03,40,backtest,1068346.76,984598.9024916888,896483.6738235826,1072897.2850514627,Prophet
2012-08-10,40,backtest,1007906.43,980388.259757286,892242.8831679461,1070130.9933822944,Prophet
2012-08-17,40,backtest,969387.48,979278.2636647096,896855.4517395601,1063553.3059630054,Prophet
2012-08-24,40,backtest,945318.47,972757.9563109726,890144.7611965348,1054827.2579547565,Prophet
2012-08-31,40,backtest,987264.67,962335.6053668328,876047.1981960095,1051181.0698680882,Prophet
2012-09-07,40,backtest,1088248.4,986579.945057103,898852.727734248,1073669.1867394664,Prophet
2012-09-14,40,backtest,901709.82,897510.1082605822,813974.0131730274,986520.4231521792,Prophet
2012-09-21,40,backtest,899768.4,887165.0681035443,798882.5297797082,970502.7667302605,Prophet
2012-09-28,40,backtest,919595.44,910962.1015841428,824742.476172623,998511.7358830374,Prophet
2012-10-05,40,backtest,1069112.0,951253.2884682638,857106.7358992704,1038522.264695472,Prophet
2012-10-12,40,backtest,982523.26,952988.9693734186,868213.8056731242,1038631.2326739184,Prophet
2012-10-19,40,backtest,918170.5,939492.8625444324,852280.8860920523,1024820.4117549736,Prophet
2012-10-26,40,backtest,921264.52,932350.9650404956,845678.3118033233,1021906.8234337482,Prophet
2012-11-04,40,future,,940320.0184952602,857033.3687885359,1026445.9521589543,Prophet
2012-11-11,40,future,,1021791.2697037602,929616.3632587802,1111380.430840092,Prophet
2012-11-18,40,future,,989138.4438512112,904794.9154330174,1073290.6063731827,Prophet
2012-11-25,40,future,,1017940.708518696,932153.2405602252,1105152.044843339,Prophet
2012-12-02,40,future,,1083327.4871440148,994069.1741124132,1173592.621812541,Prophet
2012-12-09,40,future,,1184818.316387182,1097047.3206001774,1270244.7427525327,Prophet
2012-12-16,40,future,,1264086.387200282,1175964.8923621164,1348580.6608263657,Prophet
2012-12-23,40,future,,1243078.9357664324,1158564.7295079292,1329431.258419101,Prophet
2012-12-30,40,future,,1100604.344178881,1009398.96614512,1186909.4111874723,Prophet
2013-01-06,40,future,,907626.3862656404,825224.5498377068,994069.11668806,Prophet
2013-01-13,40,future,,776514.4356848733,685888.5744113596,861869.9190836886,Prophet
2013-01-20,40,future,,768876.4383306848,685940.8128880311,852698.4918372093,Prophet
2012-02-10,41,backtest,1238844.56,1354176.851704543,1231776.129234721,1470350.1666573077,Prophet
2012-02-17,41,backtest,1330451.46,1179764.7319157606,1044828.1491158654,1306909.174799227,Prophet
2012-02-24,41,backtest,1224915.66,1184231.5367859362,1045049.219096071,1307797.577720691,Prophet
2012-03-02,41,backtest,1239813.26,1230391.8757994063,1104504.7064061968,1354594.5995106983,Prophet
2012-03-09,41,backtest,1243814.77,1248333.571608328,1122223.2083127445,1372983.8327585591,Prophet
2012-03-16,41,backtest,1201511.62,1214138.0727214406,1087257.2642257495,1343564.7456838652,Prophet
2012-03-23,41,backtest,1215354.38,1183263.4115218418,1053551.3704016777,1307906.870690415,Prophet
2012-03-30,41,backtest,1239423.19,1158876.8501695767,1034991.5129974412,1296229.1557081635,Prophet
2012-04-06,41,backtest,1460234.31,1196376.2841206093,1076612.3860936402,1320309.4545461156,Prophet
2012-04-13,41,backtest,1323004.73,1219613.275846381,1098268.3714701124,1346899.7492853992,Prophet
2012-04-20,41,backtest,1220815.33,1224610.46144764,1103020.490481798,1352350.678262314,Prophet
2012-04-27,41,backtest,1248950.65,1184177.7847227403,1058287.0468018577,1315323.9050121384,Prophet
2012-05-04,41,backtest,1359770.73,1195634.3667011214,1073316.4247841542,1325641.7424159998,Prophet
2012-05-11,41,backtest,1353285.1,1242948.596298558,1118842.6686087204,1369680.2289443729,Prophet
2012-05-18,41,backtest,1331514.44,1291037.117028916,1163168.25669239,1411520.1023859312,Prophet
2012-05-25,41,backtest,1424500.47,1326004.0801533817,1199849.1796315885,1449016.1529991198,Prophet
2012-06-01,41,backtest,1374891.36,1326386.9777266218,1196157.6876326115,1450346.8536693114,Prophet
2012-06-08,41,backtest,1436383.84,1308564.2598288604,1189867.8519831784,1437232.7423247742,Prophet
2012-06-15,41,backtest,1384584.59,1313009.4669823258,1188947.3318203413,1435120.221784002,Prophet
2012-06-22,41,backtest,1386407.17,1319481.8421047097,1197798.6685486815,1454841.4749753268,Prophet
2012-06-29,41,backtest,1355600.01,1301891.956651601,1173838.0639488872,1423255.462170841,Prophet
2012-07-06,41,backtest,1456300.89,1318921.6859717278,1186754.9177899756,1440873.1001744885,Prophet
2012-07-13,41,backtest,1332594.07,1317600.218685279,1191884.531235586,1442728.5017938002,Prophet
2012-07-20,41,backtest,1347175.93,1316471.8638198646,1198145.8466748265,1450860.693082598,Prophet
2012-07-27,41,backtest,1344723.97,1353751.634479031,1229778.3978489682,1484153.3803888247,Prophet
2012-08-03,41,backtest,1439607.35,1402526.9513954327,1273366.4736674288,1531999.9765741758,Prophet
2012-08-10,41,backtest,1504545.94,1445864.5237876475,1319905.3062346291,1566784.2465837852,Prophet
2012-08-17,41,backtest,1560590.05,1468678.163443854,1341599.7034682508,1590261.1348748538,Prophet
2012-08-24,41,backtest,1464462.85,1430035.9371867357,1307985.4103089755,1553399.170499449,Prophet
2012-08-31,41,backtest,1360517.52,1346499.678315289,1222546.4822266377,1478019.4970837028,Prophet
2012-09-07,41,backtest,1392143.82,1414072.9964805811,1294353.0099847738,1535134.967521181,Prophet
2012-09-14,41,backtest,1306644.25,1222836.7828844609,1104916.4376640648,1344194.2911818568,Prophet
2012-09-21,41,backtest,1276609.36,1233585.3349238164,1113773.0803865786,1362330.3661055306,Prophet
2012-09-28,41,backtest,1307928.01,1293694.9267445155,1164455.1575349995,1422919.6653464525,Prophet
2012-10-05,41,backtest,1400160.95,1400032.6583346846,1269399.1180157985,1518424.111986274,Prophet
2012-10-12,41,backtest,1409544.97,1396894.5329148187,1268567.4016057332,1523730.7714286067,Prophet
2012-10-19,41,backtest,1326197.24,1338098.383935023,1219234.0299275992,1453305.9899233717,Prophet
2012-10-26,41,backtest,1316542.59,1340977.9931693815,1211104.1237665948,1471801.2902515552,Prophet
2012-11-04,41,future,,1374903.096817716,1250507.4651119867,1501306.507737047,Prophet
2012-11-11,41,future,,1362714.5743865124,1234044.413316724,1488754.8500723906,Prophet
2012-11-18,41,future,,1475321.583429485,1337649.4694451452,1593980.0040050864,Prophet
2012-11-25,41,future,,1501125.1150848365,1374037.8137781587,1624809.4669603372,Prophet
2012-12-02,41,future,,1577141.5331343366,1454879.994688369,1705926.803190151,Prophet
2012-12-09,41,future,,1706980.261209583,1577232.7202815062,1829095.1096156952,Prophet
2012-12-16,41,future,,1803033.054969533,1665052.2766864337,1918385.938124968,Prophet
2012-12-23,41,future,,1757271.091692878,1632233.214305841,1884181.038169494,Prophet
2012-12-30,41,future,,1554326.268885548,1430385.043866262,1679992.655381136,Prophet
2013-01-06,41,future,,1303403.7877577234,1178243.8812947352,1422916.191493024,Prophet
2013-01-13,41,future,,1147028.7339521635,1016631.185300758,1269838.6568092506,Prophet
2013-01-20,41,future,,1137812.3970368623,1014618.5224434306,1276332.5911744132,Prophet
2012-02-10,42,backtest,674919.45,617889.1968382103,563625.0513418402,675550.5459235561,Prophet
2012-02-17,42,backtest,606671.5,607393.6515886795,551211.7562845524,657523.1472926288,Prophet
2012-02-24,42,backtest,564304.15,621452.4762672717,566186.657239122,681802.9056270911,Prophet
2012-03-02,42,backtest,585895.34,619339.0954871867,563920.973906874,672976.0611114375,Prophet
2012-03-09,42,backtest,659816.15,616135.8889758436,561701.1632829048,672844.5712189415,Prophet
2012-03-16,42,backtest,618767.26,609494.2935205529,553792.5369105436,664216.3022791253,Prophet
2012-03-23,42,backtest,561226.38,614923.448601344,562598.6055609602,674182.3328829109,Prophet
2012-03-30,42,backtest,544408.14,591229.8750737152,535920.8287418943,644550.5682366091,Prophet
2012-04-06,42,backtest,652312.11,606786.8897330831,553060.5280138394,662209.8434347434,Prophet
2012-04-13,42,backtest,639123.45,597068.4252680293,540357.1707351477,651914.4571551058,Prophet
2012-04-20,42,backtest,552529.23,598234.4669252618,542883.9005054977,654258.130396286,Prophet
2012-04-27,42,backtest,526625.49,574811.0544965614,516683.7880709951,631814.9333624885,Prophet
2012-05-04,42,backtest,609274.89,579088.1065902038,521987.9748954672,632047.032492922,Prophet
2012-05-11,42,backtest,643603.69,583525.6953247836,523941.7766069952,642202.5358560688,Prophet
2012-05-18,42,backtest,590636.38,572403.176736087,512822.9228890676,627578.672957128,Prophet
2012-05-25,42,backtest,535764.58,574147.7074523612,516334.5970321273,635264.9141966653,Prophet
2012-06-01,42,backtest,521953.78,606039.250189748,550130.9086844844,664730.620793384,Prophet
2012-06-08,42,backtest,642671.48,600165.1267883681,543745.1458396501,656707.5867292475,Prophet
2012-06-15,42,backtest,606309.13,602078.0461679716,541163.7006564059,661048.796488281,Prophet
2012-06-22,42,backtest,540031.29,588745.204498044,531688.1148250649,646018.1312227551,Prophet
2012-06-29,42,backtest,507403.77,572051.8964124667,514217.9008026549,629114.3285258656,Prophet
2012-07-06,42,backtest,618702.09,584374.3456621163,529538.6823204487,639627.7877029193,Prophet
2012-07-13,42,backtest,628099.08,578798.0261287972,523394.3883376847,636356.8895466054,Prophet
2012-07-20,42,backtest,530318.39,581735.2056298002,525236.163023111,636597.3300007515,Prophet
2012-07-27,42,backtest,516352.21,585903.4550878276,532471.8017718418,642848.5417322835,Prophet
2012-08-03,42,backtest,573084.71,577526.2877724968,523343.42369396193,629213.3970958267,Prophet
2012-08-10,42,backtest,576620.31,576224.5501886606,523900.3186548731,628398.4444015272,Prophet
2012-08-17,42,backtest,575997.78,588969.9263054129,534558.6733773648,642506.0817275309,Prophet
2012-08-24,42,backtest,535537.03,599965.0936340954,545376.9912758791,656824.6841327758,Prophet
2012-08-31,42,backtest,504760.57,577694.3149237838,526168.4412046216,631962.7816015147,Prophet
2012-09-07,42,backtest,617405.35,615664.4903508986,561890.4740111682,674329.4411213864,Prophet
2012-09-14,42,backtest,586737.66,592947.6589827203,538991.2547374396,646494.5875916547,Prophet
2012-09-21,42,backtest,527165.7,599422.3587387064,546160.398097426,653981.8864394969,Prophet
2012-09-28,42,backtest,505978.46,595978.3501343817,541158.6906066996,651198.0490320076,Prophet
2012-10-05,42,backtest,593162.53,615173.32004319,560828.6017134093,669182.039978699,Prophet
2012-10-12,42,backtest,612379.9,621242.3501393382,567218.3507178003,678129.590212016,Prophet
2012-10-19,42,backtest,541406.98,613993.6027453302,559321.2292032989,669060.109029086,Prophet
2012-10-26,42,backtest,514756.08,607124.9025956102,550216.0018363425,661517.3676664109,Prophet
2012-11-04,42,future,,591678.3461707262,532660.4112154321,646146.7909867667,Prophet
2012-11-11,42,future,,654528.4583911367,598328.9903562093,710477.4927498867,Prophet
2012-11-18,42,future,,571659.3247771091,516850.7596251369,628944.7029804601,Prophet
2012-11-25,42,future,,564207.6337743448,510030.9308112676,620813.8969501768,Prophet
2012-12-02,42,future,,565270.1812742046,511481.459880092,621212.5023051045,Prophet
2012-12-09,42,future,,571157.0979794904,511117.37470263225,629956.2824892526,Prophet
2012-12-16,42,future,,575359.5541683157,518094.0321245029,630844.5692413202,Prophet
2012-12-23,42,future,,576336.3445015149,521185.9361388381,634869.5955050866,Prophet
2012-12-30,42,future,,578111.6901808985,525642.4371532779,634625.4691114257,Prophet
2013-01-06,42,future,,583466.9051549266,524446.0865341158,644063.5317036369,Prophet
2013-01-13,42,future,,589103.3333514049,530223.5021019259,644650.1132851049,Prophet
2013-01-20,42,future,,589496.0953245346,535094.1705996029,648030.7547906594,Prophet
2012-02-10,43,backtest,662198.65,636738.156706479,591537.8194461089,682966.2919007507,Prophet
2012-02-17,43,backtest,660632.05,623903.1917025512,579197.010696657,668744.3466776771,Prophet
2012-02-24,43,backtest,613042.97,620543.0947808946,579225.661849984,661954.1291714269,Prophet
2012-03-02,43,backtest,693249.98,615294.0014447263,571756.4695648622,659289.7016374731,Prophet
2012-03-09,43,backtest,636677.67,615016.1255741192,571105.5060364837,655587.1458607065,Prophet
2012-03-16,43,backtest,661707.02,618165.0588142946,574808.9206559741,664230.5232628889,Prophet
2012-03-23,43,backtest,610940.94,623485.0823661349,578891.8927961687,666968.465383731,Prophet
2012-03-30,43,backtest,623258.4,628353.2242314117,583719.3587406528,670596.205121209,Prophet
2012-04-06,43,backtest,658468.27,633087.3791803373,593234.273742458,675862.6148560424,Prophet
2012-04-13,43,backtest,665687.92,637737.3196260195,595370.5561648264,680431.6125939477,Prophet
2012-04-20,43,backtest,638144.98,642889.3865406722,599086.0601589729,686162.5564377652,Prophet
2012-04-27,43,backtest,593138.59,650715.4859754398,604889.9435155444,692215.9042938807,Prophet
2012-05-04,43,backtest,637964.2,657709.3461775609,615413.7693154631,701992.2284579843,Prophet
2012-05-11,43,backtest,640159.04,662190.784221226,618217.4901007431,703849.7097415248,Prophet
2012-05-18,43,backtest,648541.81,663037.2534497959,621749.513120594,709000.0276905596,Prophet
2012-05-25,43,backtest,597406.39,660337.0601214533,613625.1461830863,703548.6012865547,Prophet
2012-06-01,43,backtest,605078.62,654919.9421638988,612258.6796464084,699416.792016591,Prophet
2012-06-08,43,backtest,643032.51,651323.2479661205,604175.6620000997,696284.7489731164,Prophet
2012-06-15,43,backtest,634815.1,653705.866958181,609241.0280101534,695090.2738035129,Prophet
2012-06-22,43,backtest,613270.79,660521.7088477835,617133.240299726,706109.4235442305,Prophet
2012-06-29,43,backtest,593128.13,667243.8257036047,626291.7347598127,712224.7002153742,Prophet
2012-07-06,43,backtest,645618.59,672560.8557740499,629276.9564932938,718217.8157351599,Prophet
2012-07-13,43,backtest,627634.04,661504.4152457386,617121.8140431185,705750.0160632863,Prophet
2012-07-20,43,backtest,596554.05,647732.9268719008,604529.6564457952,691898.4204520333,Prophet
2012-07-27,43,backtest,572447.52,638182.1629256969,592666.4673238994,682736.8020327009,Prophet
2012-08-03,43,backtest,614378.94,641692.4510199756,599521.6963590538,683328.4246148113,Prophet
2012-08-10,43,backtest,643558.78,648663.2331838368,604282.2912721421,691475.1253195798,Prophet
2012-08-17,43,backtest,640210.85,655485.7709499112,611191.446237129,697870.0669781411,Prophet
2012-08-24,43,backtest,598234.64,658159.8077035262,616597.4281500077,700826.3215598657,Prophet
2012-08-31,43,backtest,593141.29,655983.3109523566,614628.6870303458,700165.6409382275,Prophet
2012-09-07,43,backtest,663814.18,658352.494566144,619285.9959283108,702280.9221518566,Prophet
2012-09-14,43,backtest,625196.94,641726.8065110098,598368.5159771568,684559.3080500488,Prophet
2012-09-21,43,backtest,601990.02,637936.0901871765,595893.158325051,682248.3802531685,Prophet
2012-09-28,43,backtest,577792.32,639081.9557655636,596117.3215766452,682605.6536684303,Prophet
2012-10-05,43,backtest,642614.89,649886.956672243,607104.1271373683,694252.2434146041,Prophet
